status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,,Family Leisure,Economy Class,Dallas to Chennai via Paris,June 2022,2.0,1.0,1.0,,,2.0,2,no,3,  One of the worst baggage service I ever seen. I travelled on end of June and still not received my missing baggage. 10 days back Got a mail saying your baggage was found and it’s on your way but after I haven’t received any information from the airline. Very disappointed with the service. Now I have to travel back to my place without my bag.
✅ Trip Verified ,,Solo Leisure,Economy Class,Istanbul to New York via Paris CDG,July 2022,1.0,2.0,1.0,1.0,,1.0,1,no,1,"  They have no process in place to smoothly inform people how to declare missing baggage and how to schedule a delivery. I've called the help line over 12 times and have been on hold for upwards of 45 minutes before the line hanging up on me. None of the support options seem to work and I've done my best to be patient, but I would really like an update. On the flight, we were given our meals and for an hour and a half, they let our trays sit there. They didn't pick up the trays for so long that people were helping each other out by holding their trash so they could move about the cabin. The flight attendants were nice, even if not very prompt. They seemed as upset about the situation as we were. I'm still on hold (day 2 trying to speak to someone) as I write this review. "
Not Verified ,Boeing 777-300ER,Family Leisure,Business Class,Senegal to Paris,July 2022,5.0,5.0,5.0,4.0,5.0,4.0,4,yes,9,"  My trip this morning from Senegal to Paris was perhaps the best international flight I’ve ever been on. Air France staff was courteous, attentive and polite. The food was better than I could have imagined, we were served both dinner and breakfast. We flew on the Boeing 777-300ER first row in business class (First Class for this particular plane), the plane was a newer version, has ample leg room with an angled flat bed for comfortable seating. The aircraft was clean and everything in my seating area was in working order. My next trip back to Senegal will be with Air France!"
Not Verified ,,Family Leisure,Economy Class,Naples to Paris CDG via New York JFK,July 2022,3.0,5.0,5.0,5.0,,1.0,1,no,1,"  Do not use Air France if you have another option! We were scheduled to leave Italy at 6.10 am on July 12, to catch a connecting flight in Paris to JFK. The night before they changed our flight to 7.45 am so we would miss our connecting flight. Instead of scheduling the next available flight from Paris to JFK, they changed our connecting flight multiple times and in the end, we had a 14 hour delay in the airport. No one communicated the reason for this long delay, we can only assume that they gave our seats away to the passengers that had already been stuck in the airport for 24-48 hours for a plane to JFK. The only compensation Air France offered us was a $31 food voucher for five passengers to hold us over for a fourteen hour delay. It is apparent that this airline is not at all prepared to accommodate the influx of passengers flying their airline and definitely does not respect their passengers time. We will never fly this airline again!"
✅ Trip Verified ,,Couple Leisure,Economy Class,Lyon to Venice via Paris,July 2022,2.0,3.0,,,,1.0,1,no,1,"  The tickets for our flight were bought online, yet at check-in, we were told the flight was full and that we had to board a different flight with a stop over at Amsterdam. We were originally going from Lyon to Venice. The new route costed us a delay of more than 2 hours. Each flight we boarded, or checked-in for, we were told they did not have a seat for us until everyone else had boarded. It felt like we had bought last-minute budget tickets and treated less than everybody else. Yet we had spent a large amount to travel to Venice. The entire journey we were still grateful we could fly and hopeful we could get to our destination. It was stressful to say the least. This has been a bad experience and I don't recommend Air France."
✅ Trip Verified ,,Business,Economy Class,Lisbon to Osaka via Paris,July 2022,1.0,1.0,1.0,,,1.0,1,no,2,"  I flew from Lisbon to Osaka via Paris. The flight was delayed for two hours and when we arrive, we had to wait for another hour to find that there was no luggage. It is now the 14/07/2022 and I still don't have my luggage! Last Saturday, I received a message saying the luggage was found. But I have not received the luggage yet. Therefore, and considering the very long time I have been without luggage and without actually managing to talk, exchange messages or even smoke signs with Air France, I found the company unreliable with a terrible customer service. "
✅ Trip Verified ,,Business,Economy Class,Berlin to Cancun via Paris,July 2022,2.0,1.0,1.0,,,3.0,1,no,1,  It has been 4 days and no information or sign of luggage! I cannot reach any customer service number (France or Mexico) for days and have been waiting on Facebook chat for a day now. The tracer says that the luggage was supposed to be delivered yesterday and there is no status update. I tried to add a claim and the website gives me error when I submit. I ordered special meal when flying and it wasn't there and I had to have their standard meal. 
✅ Trip Verified ,Boeing 777,Solo Leisure,Business Class,Bangkok to Newcastle via Paris,July 2022,3.0,1.0,1.0,1.0,,2.0,1,no,1,"  What a shambles and I will never fly with Air France again. This flight was 1.5 hours late, which seems normal for that flight.  AF had tried to throw me off my connecting flight and put me on one for the next day but the check-in girl at BKK managed to reverse it and I made the flight. I asked on exit how far away my next gate was but they didn’t have a clue. A 2-3-2 business class is decades out of date and the cabin crew were men who did their job in a minimalist manner but there was no friendliness or engagement with the passengers, downright miserable. The food felt very overly reheated. There looks like a lot of pages of movies but a lot of it was many copies of the same film, no idea what that was about as you choose your language when you click on play. They get round their terrible performance by using that awful and insulting catch-all phrase, “For operational reasons”. When we landed at CDG there was another plane still at our gate."
✅ Trip Verified ,,Couple Leisure,Economy Class,Paris to Birmingham ,June 2022,1.0,1.0,,,,1.0,1,no,1,  My trip is over and I have still not received my bag. Horrible service. They do not answer phone calls or respond to emails. They literally left me high and dry. The fact that my holiday is over and still no correspondence from this retched airline I feel is reason enough not to fly with them. Honestly ruined what was supposed to be a relaxing time. 
✅ Trip Verified ,,Family Leisure,Economy Class,Nairobi to Toronto via Paris,July 2022,1.0,1.0,1.0,,,1.0,1,no,1,"  Our flight from Nairobi was delayed 3 hours. When we got to Paris we missed our flight to Toronto they told us we have to wait 9 hours, which changed to 14 hours. They lost my stroller. We got to Toronto I miss my flight to come home to Edmonton my luggage are missing nobody wants to help. When I ask they say go to WestJet."
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Paris,June 2022,1.0,2.0,,1.0,,1.0,1,no,1,"  The check in lines were long and there were not enough staff. The flight delayed for over an hour, more than 5 baggage were lost in a flight which causing a long queue on the luggage center. However, there were only two staff there. The staff promised to deliver the missing baggage to my address within a week. Turn out it is still missing while I am writing this comment, which is almost a month since my flight. I tried different methods to contact Air France and it is really hard to call them. There is a email that you will never get a response. There exists a phone number but you had to wait for at least 35 minutes before they pick up your call. I Called a lot in these three weeks ,wasting a lot of times but no one really could help. I went to the airport, imagining someone can help if I meet them, but the baggage service center was closed and all other staffs told me they can do nothing. So basically if you take Air France and the baggage is lost during the flight, you will not be able to do anything and no one from Air France can help you."
✅ Trip Verified ,,Solo Leisure,Economy Class,Paris to Berlin,July 2022,3.0,2.0,3.0,,,1.0,3,no,5,"  I flew with Air France on flight AF1424 on 3rd July 2022 from Paris to Berlin. I knew there were cases of large queues for luggage check-ins and anticipating this, I left for the airport 4 hrs earlier and arrived 3.5hrs earlier than my flight time. And as expected, the line was huge. Despite the fact that they had automatic machines where you could check in your luggage, those machines opened late and 3-5 members of Air France were operating those counters. When the machines started running, people did not know how to use them. For example, if your bag were overweight by a certain threshold, the machine would get stuck. Thus, requiring human interference (or maybe people just didn’t know) to make it start working again. Secondly, the machine did not mention that you need to check in your hand luggage also. So, people had to come back from security. There was also a long line of people printing luggage tags after getting in line. Thus coming back and forth into the queues and stalling the people behind them. There were people just getting in line without waiting for their turn.  Some of the cabin crew were gloomy."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Paris to Delhi,June 2022,1.0,1.0,,,,1.0,1,no,1,"  The connecting flight from Paris to New Delhi was cancelled. We were made to board the flight, sat inside from 10.30am to 3pm after which announcement was made that flight is postponed to the next day. No one was assisting to answer queries. All we were told was to go to gate K57 and arrangements would be made. Only arrangement was made for business class passengers as if rest were travelling for free. Air France lounges denied entry even after many were ready to pay charges from pocket. It is 12.03 at night and no one from Air France has come."
✅ Trip Verified ,,Business,Economy Class,Birmingham to Paris,June 2022,1.0,3.0,1.0,1.0,,2.0,1,no,1,"  The tickets are very expensive (I paid 350 GBP for a flight one way), there is no option to buy a fast track, the flight was made by a subsidiary airline where there was no space for my luggage, the leg space is limited. Standard of this airline is below poor."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Firenze to Paris,June 2022,5.0,5.0,5.0,5.0,3.0,5.0,5,yes,9,"  Thank you Air France for providing exceptional customer service. I read these reviews and they mostly appear to be only a bad experience. But my experience had the potential to be bad, but you handled it exceedingly well. My flight from Firenze to CDG was going to arrive late and I would miss my connection. In flight, the attendant told me I was going to miss the connection, my new flight was already booked for the next day, and that I would be provided a hotel and meals. When I arrived every word of this was true. I stayed in a very nice airport hotel (Golden Lotus) that provided exceptional buffet style food, I used the hotel shuttle, and you also gave me a meal voucher as well for the airport. I was concerned leaving my luggage overnight in the airport, but it arrived safely in LAX the following day. You could not have made this any easier, and I was really only delayed about 12 hours in total. I've flown with you 3 times now to Italy and you will always be my first choice. Yes, occasionally I may experience an inconvenience, but I will always remember how you handled this perfectly. My only suggestion for the foreign traveler would be maybe to have a printed map (handed to them by the flight attendant) with the details where the Air France Customer Service kiosk is located, and also where the hotel shuttles are located. It's such a huge airport and this took me a little time to navigate."
✅ Trip Verified ,,Solo Leisure,Economy Class,Montreal to Paris via Tunis,June 2022,4.0,4.0,4.0,4.0,1.0,1.0,2,no,3," I take a yearly trip to Tunisia, and I've flown with a lot of airlines over the years. I have encountered delays and issues with flight logistics but it was always handled smoothly and professionally by the airline. This time I tried Air France because they offered a trip without much waiting time before the corresponding flight, and what a huge mistake I made. First trip from Montreal to Paris was cancelled out of nowhere. No explanation was given and the only heads up I got was an email that was filtered as a spam since they sent it through a shady email. They rescheduled that flight for another one that got delayed for 2 hours. No heads up this time and of course no explanation. The cancellation and the delay made me miss my corresponding flight and instead of getting the first flight available to Tunis they booked me on a flight 13 hr after I land in Paris. I tried to find a solution with the airline's customer service in Paris Orly but according to them there was no flight before the one I had in 13hrs (even though there was and they scheduled it for some of the people in the line). The AF customer service in Paris Orly were really difficult to deal with, they will ignore you if they don't like the question (asked for directions on how to get to the airport hotel and how I can do an online claim on the issue), some of them will yell in frustration if you ask the same question twice (I was really tired and I couldn't really hear them well over the counter). Needless to say that this is my first and last trip with AF. I really recommend anybody flying long distance to avoid AF at all costs, they do not seem to be able to handle the logistics of a corresponding trip."
✅ Trip Verified ,,Couple Leisure,Economy Class,Paris to Nice,June 2022,1.0,5.0,2.0,1.0,,1.0,1,no,1,"  My husband and I experienced the worst bag checking experience of our lives on Sunday June 23rd with Air France in Paris traveling to Nice!  First, we were overcharged for our bags going from Paris to Nice. When we arrived the kiosks charged us $70, but it was only supposed to be $45. I tried to ask multiple Air France representatives for help and everyone ignored us and kept walking by. Since no one would help, we paid the $70 to get out of there. But one of our bag tags was missing. We paid for 3 $70 tags but we only received 2 printed. So we had to go get in line for a representative to help us. The line was long and moving slow. Once we got to the front, the Ai France representative confirmed that we were not supposed to be charged $70/bag we were only supposed to pay $45/bag. But he said he couldn’t issue a refund and we would have to file a claim which we are doing now. But he was trying to make us pay $45 again for the missing bag tag. He printed the tag for us and we put it on our bag, but after he realized I wasn’t going to pay the $45, since I already paid $70 for it, he ripped the tag off my bag.  I requested a manager and the manager told him he was wrong, and reprinted us a tag and told us to get in line to drop off our bags. This drop off line was so long and there was only 1 person at the front desk with 10+ stations. Finally when we got to the front, the third bag tag wouldn’t scan, so again we needed assistance which took pulling teeth to get. We waited and no one would help. Finally a manager saw us and took us to the side station, reprinted yet another tag and checked the bag for us and sent us to security to go to our gate. This entire situation took almost 2 hours which made us nearly miss our flight. When we landed in Monaco, 1 of our 3 bags did not show up.  We had to file a claim at the airport which the line was long and it took over an hour. We were in Monaco for 3 nights and the bag never came. It still says “searching” on the claim; they haven’t found it. This experience has caused us so much unnecessary stress and anxiety. "
✅ Trip Verified ,,Couple Leisure,Economy Class,New York to Bordeaux via Paris,June 2022,1.0,3.0,1.0,1.0,1.0,1.0,1,no,1,"  My flight was 6+ hours delayed from JFK, got rebooted on 3 different flights from Paris to Bordeaux, actually made the last flight of the day. Of course the airline lost the luggage and now in Bordeaux they sent an email that one cannot respond to for sending the luggage to our hotel but they gave the wrong number to call back and cannot get in touch to coordinate the lost bag reaching our hotel. 2 days after landing in Bordeaux still no bag. Stay away from this airline, I will never book with them again."
✅ Trip Verified ,,Business,Business Class,Mumbai to Los Angeles via Paris,June 2022,3.0,1.0,2.0,2.0,2.0,4.0,3,no,5,"  I was dissatisfied with the business class flight from Paris to Mumbai round trip. The flat bed was more like a recliner seat and my food was not up to the quality. Flight back from Paris to LAX took off late and I was very hungry. Flight attendant gave me menu, I chose salmon, she mentioned that is not available since it has been taken. No issues but when I paid a premium to travel business, should not I expect better. Given vegetarian which was very salty."
✅ Trip Verified ,,Couple Leisure,Premium Economy,Paris to Vancouver via Victoria ,June 2022,4.0,4.0,4.0,4.0,,5.0,4,yes,9," Due to delayed arrival from another flight, our group of six travelers missed our connection in Paris. The wonderful ladies at the Air France counter at the airport were, through determined shuffling, able to accommodate all of us on the next flight to Vancouver. There was otherwise a real possibility that some of would have had to stay overnight. Kudos to the attentiveness of the Air France agents!"
✅ Trip Verified ,,Family Leisure,Economy Class,Osaka to Rome via Paris,May 2022,1.0,4.0,3.0,4.0,3.0,4.0,3,yes,7,"  Osaka to Rome via Paris. I chose to travel with Air France  because it was the ""cheapest"" and the ""shortest"" route. I would recommend flying with them as the trip was ok, but there are things to improve! Duration of the first flight is 15 hours. Although I was worried for this very long trip, time passed quickly aboard. I didn't watch any movies, but I peeked at the selection and it was very large and there were films that came out recently or great classics. Super positive note the wifi is free for everyone just to send light messages (no audio, no photos) but if you pay you can get it faster! The seats were very uncomfortable for me, my seat was dirty, crumbs on the seat and food stains on the table. In times of covid this is very serious for me. The Air France site is difficult to handle. I wanted to change my flight, I did all the steps and then it gave me ERROR, and when I returned to the original booking page they canceled the seats I had purchased in advance ... luckily I contacted the company via messenger and they put everything back to normal! In the end I discovered that to change the flight you have to call a number. But be prepared, if you call the number from Japan you will have to wait 30/40 minutes !! A particular appreciation for a female flight attendant on the flight from Osaka, and a male flight attendant on the flight to Rome. Both very kind and helpful."
✅ Trip Verified ,A350,Couple Leisure,Economy Class,Paris to Montreal,June 2022,4.0,5.0,4.0,4.0,4.0,4.0,4,yes,10,  Just flew from Copenhagen to Paris to Montreal on June 17th. We were behind schedule when we landed at CDG with only a small chance of making our connecting flight that day. My wife made it to the correct gate and was able to board while I ended up at the wrong gate. I would like to offer a huge thank you to Captain Emmanuel Rollier who insisted the plane would not leave until I arrived at the plane. The rest of the crew were equally supportive and helped create a positive ending to what had been a very stressful day. Thanks again to Captain and crew. 
Not Verified ,,Couple Leisure,Economy Class,Paris to Vancouver,June 2022,2.0,1.0,1.0,3.0,1.0,2.0,1,no,1,  Horrible service and food. Very dirty bathrooms. The cushions or pillows had stains all over. Old airplane. They asked if I wanted chicken or pasta. I said pasta. They said we don’t have it and left. It’s a disgusting airline.
✅ Trip Verified ,,Family Leisure,Economy Class,Mumbai to Paris,June 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  I would like to mention the name of Mr Sunil Lohat who did a great job by helping us and making our journey very comfortable. I think without the help of this gentleman, it wouldn't have been possible for us to board the flight. Mr Sunil helped us till the last moment and ensured that we board the flight. He did everything which a customer needs during any technical hitches which is not known to the passenger. Hats off to such a committed and helping person.  He really made our day in the time of crisis and now I have landed Toronto without any hassles. "
✅ Trip Verified ,A220-300,Solo Leisure,Economy Class,Paris CDG to Berlin,April 2022,5.0,5.0,5.0,2.0,5.0,5.0,5,yes,9," One way flight from Paris CDG to Berlin BER in April. A smooth and hassle-free flight on a brand new plane. The Airbus A220 is comfortable and offers free WIFI for Whatsapp and other messengers. Air France gives you a free small sandwich and a drink of your choice, alcoholic beverages included. Airport services were also fine. Check-in and security check in CDG took only a few minutes and in Berlin I got my luggage within 5 minutes. I think currently AF is the best airline in Europe."
Not Verified ,A330,Couple Leisure,Economy Class,Paris to Sint Maarten,June 2022,3.0,5.0,5.0,5.0,,5.0,5,yes,10,"  Was pleasantly surprised with Air France as I was expecting the worst experience. The aircraft felt up to date, entertainment system worked fine and had plenty of choices. Crew were very friendly and personally greeted us and asked if we needed anything. The meal services were great, the main meal was the best one I had in economy for quite sometime as mostly they are inedible but this was good, chicken with mushrooms and polenta, a small salad with Camargue rice and a delicious small pastry for dessert, coffee and wine. The meal service before landing was presented in a small gift bag and contents were tasty, a nice touch I thought."
✅ Trip Verified ,,Family Leisure,Economy Class,Washington  to Florence via Paris CDG,June 2022,1.0,5.0,1.0,3.0,1.0,1.0,1,no,2,"  Delayed on initial flight for both our departure and return trips. This caused us to miss our connection. Each time Air France made it incredibly difficult to rebook. We had to wander CDG airport where no one was there to assist, when we found the Air France desk they were understaffed and waited hours in line to get a new flight. This is all with our 5 month old son. Horrible attitudes and no sense of urgency in trying to get us home. They also lost one of my bags on the initial trip which was returned. However, all 5 of our bags were missing when we got home. It has been 5 days and countless phone calls and nothing has been done to tell us where our bags are or when to expect them. Items include stroller, car seat, and breast pump so my wife can provide milk to feed our son. All of these items had to be replaced because we cannot wait in limbo for them. Their call service automatically drops your call if it is longer than a 45min wait time so if you do not call at the exact minute of their opening you are more than likely not going to be able to speak to a customer service agent. I will never take any airline that connects in CDG and will absolutely avoid Air France at all costs. The flight attendants were great and the only positive interactions we had were with them."
✅ Trip Verified ,,Solo Leisure,Economy Class,Johannesburg to Paris via Heathrow,June 2022,1.0,1.0,1.0,2.0,,1.0,2,no,1,"  I flew Air France return for my trip to the UK. Seats were small, service apathetic, CDG was a huge disappointment. On the way back they lost my suitcase, still MIA and no feedback from the airline. You have to hold on the phone for ages, get a surly customer service person or your call dropped."
✅ Trip Verified ,,Solo Leisure,Economy Class,Berlin to Seoul via Amsterdam,April 2022,2.0,1.0,3.0,2.0,,2.0,2,no,1,"  Air France / KLM lure you with the free change ticket. Unluckily, it's an hoax. To begin with, no matter what's the actual price difference, I was asked to pay an amount of money that equal/ed the price of the full ticket at minimum. Eventually, I decided to accept it and was going to pay to change the ticket for my return flight. while I was shown several options, only a tiny percentage were available to book, maybe 30%. All the rest gave a system error and a message to call their hotline, which cost me a lot of wasted time. When I called the hotline, they told the flight was available, but cost more than the full price of a one way ticket. The actual flight was OK, but this rebooking experience was so disappointing and time consuming that I cannot help but to give KLM a 0."
Not Verified ,,Couple Leisure,Economy Class,Bangkok to London Heathrow via Paris,May 2022,2.0,1.0,,3.0,2.0,1.0,1,no,1,"  Awful customer service, who are clearly trained to keep you in a loop of confusion, in hope that you give up on whatever it is you need help with. Unnecessarily rude flight staff. Stay away upon arrival to the airport, we were told that our cabin bags had to go in the hold because the flight was at (or near) maximum capacity. When our bags came out of the hold, my laptop display was broken. I work remotely and so had to replace this instantly, and getting in contact with Air France has been an absolute nightmare. Firstly, I called their customer service lines several times. Every time is the same result - a string of employees with no understanding of what I'm saying, who direct me back and fourth across various different departments, often knowingly directing me to the wrong department just to get me to shut up. I submitted a claim to Air France directly 3 weeks ago and have still received no response. I've updated the claim several times, they are just ignoring me. Furthermore, on our outbound flight, there was sick on the seat. This being a 13 hour flight, we understandably asked a member of the team to move seats. She then came back with tissues and began wiping the seat. When my girlfriend stated that we didn't want it cleaned but rather wanted to move seats (the mess was really bad and smelt absolutely vile), the staff member very rudely and patronisingly said 'one minute' and then continued to rub the crime scene with her clearly inadequate bits of tissue. we eventually got her to agree to move our seat. We went and sat at the front where she told us to. A man comes over, head of the on-board team, and starts having a go at us for being in the wrong seat. We tried to tell him 'another staff member moved us here' but he sadly went on to repeatedly tell us to move for about 5 minutes, before eventually realising what we are saying, apologising, and leaving us in peace in our new seats. On our inbound flight, we did not receive the veggie meals we asked for. The lady just said 'No' repeatedly in again, an unnecessarily patronising tone, and continuously denied that we had requested vegetarian meals. She offered us meat meals instead. After we made it very clear that we were unhappy, we were given an armful of bread rolls and cheese to resolve the issue, as we'll as an extra desert and one pasta dish. This may have been the best they could do at the time, but was not exactly sufficient for a 13 hour flight. Furthermore, we've checked our booking and it clearly shows that we asked for vegetarian meals. This was just one return booking, and they did so many things wrong. It amazes me that big companies like Air France can get away with having no customer service whatsoever."
Not Verified ,,Solo Leisure,Economy Class,Paris to Toronto,June 2022,1.0,3.0,2.0,3.0,,1.0,3,no,1," Paris to Toronto. I spent the last 3 weeks travelling to different parts of Europe. I have taken 5 flights total, including my flight home with Air France. I am extremely disappointed with the airport and baggage situation. I arrived at the airport and had my luggage that was not overweight and my carry on luggage that was 12kg as required and purse. I checked my luggage in and proceeded to the security. When arriving at security they weighed my carry on and indicated I had to add my purse on top. Due to my purse and carry on luggage being 14kg together. They stated my carry on or purse needed to be paid for and put through baggage or I needed to remove items and throw them out. I had to go all the way back and pay for my carry on luggage that did not have a lock and had valuable items in it to be put through with baggage. I spent 85 euros that I had no intention in spending as I ensured to make my luggage and carry on for the weight requirements. I’m extremely disappointed that this occurred and felt it was very uncalled for as this has been the only airline who requires a shoulder purse to be weighted."
✅ Trip Verified ,,Business,Business Class,Geneva to Buenos Aires via Paris ,May 2022,2.0,1.0,,,,1.0,1,no,1,"  First leg GVA-CDG was delayed due to circumstances outside of AF's control, I completely understand. But I still managed to get to the gate to my CDG-EZE flight with just 5-10 minutes delay. we arrived to find the plane still at the gate but boarding closed. So AF's team had to deny boarding to the 20+ passengers that arrived just a few minutes late. We were then sent to the AF counter AND were assigned a hotel some 40 minutes drive from the airport (this was almost midnight by then). We were told a shuttle would take us to the hotel. We come out to an empty parking lot, no shuttle in sight. In the end we had to google the hotel's name and pay for a uber to take us there. We arrive to the hotel (which was partially under construction) at around 1AM, and the hotel manager has no idea if and when AF will send a shuttle to bring me back to the airport. AF set me in an Iberia flight via Madrid, so I had to be back at the airport at 5.30AM.  I make it back to the airport, to find out my luggage was not transferred by AF to Iberia, so I would have to leave without it. I spent the next week in Argentina without my luggage, unsuccessfully trying to get information from AF and/or Iberia."
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,Business Class,San Francisco to Paris,May 2022,4.0,5.0,4.0,4.0,,3.0,5,yes,8,"  Business class cabin is not the newest one in airline industry but still very good. The window seat is spacious with very much room for ones feet (perfect in flat bed mode) and very comfy. I slept very well. Privacy could be a little bit better but will be improved with the new suite type of seats for B777. IFE: Screen size and selection are good, picture quality is not on par with modern systems - but of course you can not expect this. The crew has been very friendly and helpful, food was plenty and delicious with a great starter (picture) and one of the best steaks I ever had on board (sorry, forgot to take a picture). Check in in SFO was very slow (almost 40 minutes for 12 people) but otherwise no complaints. Lounge was small and crowded, but food, beverages and WIFI were very good. I really liked the whole experience and appreciated the attentive and cordial service on board. Well done, Air France. I am looking forward to fly with you again long haul."
Not Verified ,,Solo Leisure,Economy Class,"Paris, France to Bangalore, India",May 2022,2.0,3.0,1.0,2.0,3.0,4.0,2,no,3,  Air France has been ok for sometime but on this trip their system would not let me enter/select special meals. They had the entire flight delayed by 45 minutes since their ‘business class’ passenger was delayed. As if the regular passengers time is not worthy.
✅ Trip Verified ,Boeing 777-200 / 777-300,Business,Business Class,Conakry to Washington via Paris,December 2021,4.0,4.0,,,,1.0,3,no,7,"  Conakry to Washington via Paris. Six months now and no resolution to a delayed baggage claim for purchasing incidentals totaling about $350. I will travel back to W. Africa next month in business class and informed Air France Customer Service (my fifth call to them get this resolved) that if my claim is not processed in the next two weeks that I will book with Brussels Airlines, which serves the same route. Shameful and inexcusable on the part of Air France."
✅ Trip Verified ,,Family Leisure,Business Class,Abuja to Amsterdam via Paris,May 2022,4.0,3.0,3.0,2.0,4.0,1.0,1,no,1," Abuja to Amsterdam via Paris. Very disrespectful to their customers. Initially, the return flight was booked for a Saturday evening. But 2 months in advance Air France cancelled the flight. Since there was only one flight a day, we had to reschedule for the Sunday flight. Air France did not want to book a hotel or pay (part of the extra hotel costs). On check-in at Abuja, check-in was denied, because the flight was scheduled for the day before (Saturday), doh. Even though I was carrying the ticket with the new date, the booking confirmation and the e-mail about the cancellation, they refused boarding. At long last, the ticket office printed a new ticket for Sunday, and informed us, that they would not charge us at this time. On arrival in Paris, there was a technical problem with the bridge, which delayed the flight by half an hour. Air France staff refused to assist to help us catch the connecting flight. As a result, we missed the flight. At the transfer counter, the helpful staff informed us of this fact, as if we were to blame for it. On arrival in Amsterdam, of course, our bags were missing. We claimed the missing bags immediately. It took Air France a full week, to deliver the bags (from Paris to Amsterdam). When they eventually delivered the bags, one was damaged (broken handle). We also claimed the damage on the handle immediately. So far it has been 3 weeks, and Air France is not responding to any requests, nor handling our damage claim. I would row a boat to Nigeria than fly with an airline that is so disinterested in their customers. Never again."
Not Verified ,,Couple Leisure,Economy Class,Paris to Havana,May 2022,1.0,2.0,1.0,1.0,3.0,4.0,2,no,3,"  Very poor meals for a 10hour flight (Paris CDG to Havana). They provided one meal ~1.5 hours after the take off and then we were starving as the last one was ~1.5 before landing. Both were unsatisfactory for such a long flight, equal to those offered in 3 hour flights of other airlines such Aegean. Also one of the flight attendants woke us up (4 people) at 4.30am while everyone was sleeping because she wanted to find her bag. She first opened the cases above our seats and after she realized that her bag was not there she poked the person sitting on the outermost seat to ask where is the bag and “why” it’s not there, loudly and visibly annoyed. So rude. For the record, the bag was in the next (front) case but I guess it’s easier to ask someone instead of looking a little further."
✅ Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Toronto to Mumbai via Paris,April 2022,2.0,1.0,3.0,3.0,4.0,1.0,2,no,2,"  Delayed take-off by two hours from YYZ. Having waited for a while in Mumbai for my suitcase, I finally made it to the counter to file a claim.  It took me 4 hours to get out of the airport trying to file a claim for the missing baggage. The Air France representative  Mr. Akash was nothing but polite, courteous, and a star that worked under pressure. Whilst the process was disorganized and lacked manpower, he was single-handedly managing AF travelers.  I hope they track and manage to deliver my luggage on time. "
✅ Trip Verified ,,Solo Leisure,Economy Class,San Francisco to Palma de Mallorca via Paris,September 2022,3.0,3.0,4.0,5.0,,3.0,3,no,3,"  I arrived to Palma de Mallorca, Spain from San Francisco, California on September 23rd, 2022. I filed my missing baggage claim on the 30th of September, 2022 and presented receipts for some of the articles I had replaced within that time frame between my arrival and my request for compensation. I was awarded the money compensation I applied for and the Air France Customer Care Assistance said they would have the money wired to my bank account over the next several weeks. I haven't seen a penny of the compensation. I called Air France Spain yesterday and the representative reopened the claim for investigation into whether or not the payment was initiated or not or if I may need to provide additional bank account information. Instead of further investigation or engagement with me, I received and email stating that the claim was handled ""correctly"" and that no further correspondence with me would be continued based on this topic. So, in the end, I have received no compensation I was told I would receive and no follow-up was even considered. Now, I will turn to contacting their customer service via social media to see if I shall get a different result. Unfortunately, according to the email, it was one representative navigating my claim this entire time with no option to speak to the person directly in charge of discharging financial compensation. Be careful with your items with Air France and I recommend keeping more of your valuables and preferred clothing in your carry on bag. I lost a lot more than I can afford to replace on my Spanish income. I would share screenshots of the email in question but it is forbidden. "
Not Verified ,A350,Solo Leisure,Economy Class,Chicago to Paris,November 2022,4.0,4.0,3.0,4.0,3.0,3.0,4,yes,7,"  The plane was nice. IFE was pretty good. The main meal was decent but the second meal was a small snack delivered in a small bag. The staff in the plane from Chicago to Paris was not very friendly. The staff in the way back from Paris to Chicago was very kind and helpful. Big difference. Lastly, my checked bag didn't make it to Chicago. The staff at Chicago didn't really want to help me. One spent a few moments trying to register a claim, gave up, handed me a card with instructions and walked away. I tried someone else about 15 minutes later, while she was not happy to help, she did complete the claim for me which I appreciated. The bag was delivered to my door, 200 miles from the airport, the next day was was great. I would fly Air France again."
✅ Trip Verified ,A320 / Boeing 777-200,Solo Leisure,Business Class,Manchester to Bangkok via Paris ,November 2022,3.0,5.0,5.0,4.0,,4.0,5,yes,9,"  The Manchester to Paris segment was very average with a very poor seat pitch but for a 1hr 20 min flight I could grin and bear it. However the Paris to Bangkok segment was excellent on all counts. The service provided by Aurelie Luche was outstanding, professional and ever so efficient and friendly. The food for the 11hour and twenty minute flight was plentiful and tasty. The overall comfort of the seat was not that outstanding but I have to say that what was my first flight with Air France it certainly won't be my last. Well done to the crew, especially to Aurelie."
